1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	1	2	3	4	5	
1	6	14	16	13	12	5	15	4	3	2	2	3	4	1	5	12	13	16	14	6	
6	2	6	14	16	13	12	5	15	4	3	2	2	3	4	15	5	12	13	16	14	
14	6	3	6	14	16	13	12	5	15	4	3	2	2	3	4	15	5	12	13	16	
16	14	6	4	6	14	16	13	12	5	15	4	3	2	2	3	4	15	5	12	13	
13	16	14	6	5	1	14	16	13	12	5	15	4	3	2	2	3	4	15	5	12	
12	13	16	14	6	6	6	14	16	13	12	5	15	4	3	2	2	3	4	15	1	
5	12	13	16	14	1	7	6	14	16	13	1	5	15	4	3	2	1	1	1	15	
15	5	12	13	16	14	6	8	6	14	16	13	12	5	1	4	3	1	2	3	4	
4	15	5	12	13	16	14	6	9	6	14	16	1	12	5	15	4	3	2	2	3	
3	4	15	5	12	13	16	14	6	10	6	14	16	13	12	5	15	4	1	2	2	
2	3	4	15	1	12	13	16	14	6	11	6	14	16	13	12	5	15	4	3	2	
2	1	1	1	15	5	12	13	16	14	6	12	6	1	16	13	12	5	15	1	3	
3	1	2	3	4	15	5	12	13	16	14	6	13	6	14	1	13	12	5	15	4	
4	3	2	2	3	4	15	5	12	13	16	14	6	14	6	14	16	13	12	5	15	
15	4	1	2	2	3	4	15	5	12	13	16	14	6	15	6	14	16	13	12	1	
5	15	4	3	2	2	3	4	15	5	12	13	16	1	6	16	6	14	16	13	12	
12	5	15	1	3	2	2	3	4	15	5	1	1	16	14	6	1	6	14	16	13	
13	12	5	15	4	3	2	2	3	4	15	5	12	13	16	14	6	2	6	14	16	
16	13	12	5	15	4	3	2	2	3	4	15	5	12	13	1	14	6	3	6	14	
14	16	13	12	1	15	4	3	2	2	3	4	15	5	12	13	16	14	6	4	6	
6	14	16	13	12	5	15	4	3	2	2	3	4	15	5	12	13	16	14	6	5	
1	11	5	1	10	9	3	1	6	2	7	7	2	6	8	3	9	10	4	5	11	
11	2	11	5	4	10	9	3	8	6	2	7	7	2	6	8	3	9	10	1	1	
5	11	3	11	1	4	10	9	3	8	6	2	7	7	2	6	8	3	9	10	4	
4	5	11	4	11	5	4	10	1	3	8	6	2	7	7	2	6	8	1	9	10	
10	4	5	11	5	11	5	4	10	9	3	8	6	2	7	7	2	6	8	3	9	
9	10	4	5	11	6	11	5	4	1	9	3	8	6	2	7	7	1	6	8	3	
3	9	10	1	1	11	7	11	5	4	10	9	3	8	6	2	7	7	2	6	8	
8	3	9	10	4	5	11	8	11	5	4	10	9	3	8	6	2	7	7	2	6	
6	8	1	9	10	4	5	11	9	11	5	4	10	9	3	8	6	1	7	7	2	
2	6	8	3	9	10	4	5	11	10	1	5	4	10	9	3	8	6	2	7	7	
7	1	6	8	3	9	10	4	5	11	11	11	5	4	10	9	3	8	6	2	7	
7	7	2	6	8	3	9	10	4	5	1	12	11	5	4	10	9	3	8	6	2	
2	7	7	2	6	8	3	9	10	4	5	11	13	11	5	4	10	9	1	8	6	
6	1	7	7	2	1	8	3	1	1	4	5	11	14	11	5	4	10	9	3	8	
8	6	2	7	7	2	6	1	3	9	10	4	5	11	15	11	5	4	10	9	3	
3	8	6	2	7	7	2	6	8	3	9	10	4	5	11	16	11	5	4	10	9	
9	3	8	6	2	7	1	2	6	8	3	9	10	4	5	11	1	11	5	1	10	
10	9	1	8	6	2	1	7	2	6	8	3	9	10	4	5	11	2	11	5	4	
4	10	9	3	8	1	2	7	7	2	6	8	3	9	10	4	5	11	3	11	1	
5	4	10	9	3	8	6	2	7	7	2	6	8	3	9	10	4	5	11	4	11	
11	5	4	10	9	3	8	6	2	7	7	2	6	8	3	9	10	4	5	11	5	
1	9	8	10	16	15	14	13	7	11	12	1	11	7	13	14	15	16	10	8	9	
9	2	9	8	10	16	15	14	13	7	1	1	12	11	7	13	14	15	16	10	8	
8	9	3	9	8	10	16	15	14	13	7	11	12	12	11	7	13	14	15	16	10	
10	8	9	4	9	8	10	16	15	14	13	7	11	12	12	11	7	13	14	15	16	
16	10	8	9	5	9	8	10	16	15	14	13	7	11	12	12	11	7	13	14	15	
15	16	10	8	9	6	9	1	10	16	15	14	1	7	11	12	12	11	7	13	14	
14	15	16	10	8	9	7	9	8	1	16	15	14	13	7	11	12	12	11	7	13	
13	14	15	16	10	8	9	8	1	8	10	16	15	1	13	7	11	12	12	11	7	
7	13	14	15	16	10	8	9	9	9	8	10	16	15	14	13	7	11	12	12	11	
11	7	13	14	15	16	10	1	1	10	9	8	10	16	1	14	13	7	11	12	12	
12	11	7	13	14	15	16	10	8	9	11	9	8	10	16	15	14	13	7	11	12	
12	12	11	7	13	14	15	16	10	8	9	12	9	8	10	1	15	14	13	7	11	
11	12	12	11	7	13	14	15	16	1	8	9	13	9	8	10	16	15	14	13	7	
7	11	12	12	11	7	13	14	15	16	10	8	9	14	9	8	10	16	15	14	13	
13	7	11	12	12	11	1	13	14	15	16	10	8	9	15	9	8	10	16	15	14	
14	13	7	11	12	12	11	7	13	14	15	16	10	8	9	16	9	8	10	16	15	
15	14	13	7	11	12	12	11	7	13	14	15	16	10	8	9	1	9	8	10	16	
16	15	14	13	7	11	12	12	11	7	13	14	15	16	10	8	9	2	9	8	10	
10	16	15	14	13	7	11	12	12	11	7	13	14	15	16	10	8	9	3	9	8	
8	10	16	15	14	13	1	11	12	12	1	7	1	1	1	1	10	8	9	4	9	
9	8	10	16	15	14	13	7	11	12	12	11	7	13	14	15	16	10	8	9	5	
