20	27	22	23	7	26	21	28	6	25	5	4	3	2	2	3	4	5	25	6	28	21	26	7	23	22	1	20	8	9	10	24	5	24	10	9	8	
8	20	27	22	23	7	26	21	28	6	25	5	4	3	2	2	3	4	5	25	6	28	21	26	7	23	22	27	20	8	9	10	24	6	24	10	1	
9	8	20	27	22	23	1	26	21	28	6	25	5	4	3	2	2	3	4	5	25	6	28	21	26	7	23	22	27	20	8	9	10	24	7	24	10	
10	9	8	20	27	22	23	7	26	21	28	6	25	5	4	3	2	2	3	4	5	25	6	28	21	1	7	23	22	27	20	8	9	10	24	8	24	
24	10	9	8	20	27	22	23	7	26	21	28	6	25	5	4	3	2	2	3	4	5	25	6	28	21	26	7	23	22	27	20	8	9	10	24	9	
1	19	7	18	17	1	16	15	14	13	5	1	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	
19	2	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	1	17	18	7	
7	19	3	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	
18	7	19	4	19	7	18	17	6	16	15	14	1	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	
17	18	7	19	5	19	1	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	
6	17	18	7	19	6	19	7	18	17	6	16	15	1	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	1	13	14	15	16	
16	6	17	18	7	19	7	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	1	12	5	13	14	15	
15	16	6	17	18	7	19	8	19	7	18	17	6	16	1	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	1	9	4	12	5	13	14	
14	15	16	6	17	18	1	19	9	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	
13	14	15	16	6	17	18	7	19	10	19	7	18	17	6	1	15	14	13	5	12	4	9	3	10	11	2	8	8	1	11	10	3	9	4	12	5	
5	13	14	15	16	1	17	18	7	19	11	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	
12	5	13	14	15	16	6	17	18	7	19	12	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	
4	12	5	13	14	15	16	6	17	18	7	19	13	19	7	18	1	6	16	15	14	13	5	12	4	9	3	10	11	1	8	8	2	11	10	3	1	
9	4	12	5	13	14	15	16	6	17	18	7	19	14	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	
3	9	4	12	1	13	14	15	16	6	17	18	7	19	15	19	7	1	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	
10	3	9	1	12	5	13	14	15	16	6	17	18	7	19	16	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	
11	10	1	9	4	12	5	13	14	15	16	6	17	18	7	19	17	19	7	18	17	6	16	15	14	13	5	12	4	9	1	10	11	2	8	1	2	
2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	18	1	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	1	8	
8	1	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	19	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	
8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	1	20	19	7	18	17	6	16	15	14	13	5	12	1	9	3	10	11	2	
2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	1	1	7	19	21	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	
11	1	8	8	2	11	10	3	1	4	12	5	1	1	1	1	6	17	18	7	19	22	19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	
10	11	2	8	8	2	11	10	3	9	4	1	5	13	14	15	16	6	17	18	7	19	23	19	7	18	17	6	16	15	14	13	1	12	4	9	3	
3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	24	19	7	18	17	6	16	15	14	13	5	12	4	1	
9	3	10	11	2	8	8	2	11	1	3	9	4	12	5	13	14	15	16	6	17	18	7	19	25	19	7	18	17	6	16	15	14	13	5	12	4	
4	9	1	10	11	2	8	1	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	26	19	7	18	17	6	16	15	14	13	5	12	
12	4	9	3	10	11	2	1	8	2	1	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	27	19	7	18	17	6	16	15	14	13	5	
5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	28	19	7	18	17	6	16	15	14	13	
13	5	12	1	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	1	19	7	18	17	1	16	15	14	
14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	2	19	7	18	17	6	16	15	
15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	3	19	7	18	17	6	16	
16	15	14	13	1	12	4	9	3	1	1	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	4	19	7	18	17	6	
6	16	15	14	13	5	12	4	1	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	5	19	1	18	17	
17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	6	19	7	18	
18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	7	19	7	
7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	7	19	8	19	
19	7	18	17	6	16	15	14	13	5	12	4	9	3	10	11	2	8	8	2	11	10	3	9	4	12	5	13	14	15	16	6	17	18	1	19	9	
1	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	
28	2	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	
27	28	3	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	
14	27	28	4	28	27	14	26	25	24	23	13	22	18	1	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	
26	14	27	28	5	28	27	14	26	25	24	23	1	22	18	15	1	19	21	1	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	
25	26	14	27	28	6	28	27	14	26	25	24	23	13	22	18	15	17	1	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	
24	25	26	14	27	28	7	28	27	14	26	25	24	23	13	22	18	15	17	19	1	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	
23	24	25	26	14	27	28	8	28	27	14	26	25	24	23	13	22	1	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	
13	23	24	25	26	14	27	28	9	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	
22	13	23	24	25	26	14	27	28	10	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	
18	22	13	23	24	25	26	14	27	28	11	28	27	1	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	
15	18	22	13	23	24	25	26	14	27	28	12	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	
17	15	18	22	13	23	24	25	26	14	27	28	13	28	27	14	26	25	24	23	13	1	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	
19	17	15	18	22	13	23	24	25	26	14	27	28	14	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	
21	19	17	15	18	22	13	23	24	25	26	14	27	28	15	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	
20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	16	28	27	14	26	25	24	1	13	22	18	15	17	19	21	20	16	12	11	11	12	16	
16	20	21	19	17	15	18	22	13	23	24	25	26	1	27	28	17	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	
12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	18	28	27	14	26	25	1	23	13	22	18	15	17	19	21	20	16	12	11	11	
11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	19	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	
11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	20	28	27	14	26	1	24	23	13	22	18	15	17	19	21	20	16	12	
12	11	11	12	16	20	21	19	17	15	18	22	1	23	24	25	26	14	27	28	21	28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	
16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	22	28	27	14	1	25	24	23	13	22	18	15	17	19	21	20	
20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	23	28	27	14	26	25	24	23	13	22	18	15	17	19	21	
21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	24	28	27	14	26	25	24	23	13	22	18	15	17	19	
19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	25	28	1	14	26	25	24	23	13	22	18	15	17	
17	19	21	20	16	12	11	11	12	16	20	21	19	17	1	18	22	13	23	24	25	26	14	27	28	26	28	27	14	26	25	24	23	13	22	18	15	
15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	27	1	27	14	26	25	24	23	13	22	18	
18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	1	22	13	23	24	25	26	14	27	28	28	28	27	14	26	25	24	23	13	22	
22	18	15	17	19	21	20	16	12	11	1	1	16	20	21	19	1	15	18	22	13	23	24	25	26	14	1	1	1	28	27	14	26	25	24	23	13	
13	22	18	15	17	19	21	20	16	12	1	11	12	16	20	21	19	17	15	18	22	13	1	1	1	1	14	27	28	2	28	27	14	26	25	24	23	
23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	1	13	23	24	25	26	14	27	28	3	28	27	14	26	25	24	
24	23	13	22	18	15	17	19	21	20	16	1	11	11	12	1	20	21	1	17	15	18	22	13	23	24	25	26	14	27	28	4	28	27	14	26	25	
25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	5	28	27	14	26	
26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	6	28	27	14	
14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	1	1	19	17	15	18	22	13	23	24	25	26	14	27	28	7	28	27	
27	14	26	25	24	23	13	22	18	15	17	19	21	20	16	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	8	28	
28	27	14	26	25	24	23	13	22	18	15	17	19	21	20	1	12	11	11	12	16	20	21	19	17	15	18	22	13	23	24	25	26	14	27	28	9	
