1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	1	2	3	4	5	6	7	8	
1	14	17	9	15	16	1	12	13	8	17	5	6	11	12	1	15	14	11	13	12	10	11	10	10	
2	2	14	17	9	15	16	7	12	13	8	17	5	6	11	12	16	15	14	11	13	12	10	11	10	
2	1	3	14	17	9	15	16	7	12	13	8	17	5	6	11	12	16	15	14	11	13	12	10	11	
3	1	2	4	14	17	9	15	16	7	12	13	8	17	5	6	11	12	16	15	14	11	13	12	10	
2	3	2	2	5	14	17	9	15	16	7	1	1	8	17	5	6	11	12	16	15	14	11	13	12	
4	1	1	2	2	6	14	17	1	15	16	7	12	13	8	17	5	6	11	12	16	15	14	11	13	
5	4	2	3	2	2	7	14	17	9	15	16	7	12	13	8	1	5	6	11	12	16	15	14	11	
3	5	4	2	3	2	2	8	14	17	9	15	16	7	12	13	8	17	5	6	11	12	16	15	14	
6	3	5	1	2	3	2	2	9	14	17	9	15	16	7	12	13	8	17	5	6	11	12	16	15	
7	6	1	5	4	2	3	2	2	10	14	17	9	15	16	7	12	13	8	17	5	6	11	12	16	
8	7	6	3	1	4	2	3	2	2	11	14	17	9	1	1	7	12	13	8	17	1	1	11	12	
4	8	7	6	3	5	4	2	3	2	2	12	14	17	9	15	16	7	12	13	8	17	5	6	11	
3	4	8	7	6	3	5	4	2	3	2	2	13	1	17	9	15	16	7	12	13	8	17	5	6	
14	3	4	8	7	1	3	5	4	2	3	2	2	14	14	17	9	15	16	7	12	13	8	17	5	
13	14	1	1	8	7	6	3	5	4	2	3	2	2	15	14	1	9	15	16	7	12	13	8	17	
9	13	14	3	4	8	1	6	3	5	4	2	3	2	2	16	14	17	9	15	16	7	12	13	1	
16	9	13	14	3	4	8	7	6	3	5	4	2	3	2	2	17	14	17	9	15	16	7	12	13	
5	16	9	13	14	3	4	1	7	6	3	5	4	2	3	2	2	1	14	17	9	15	16	1	12	
4	5	16	9	13	14	3	4	8	7	6	3	5	4	2	3	2	2	2	14	17	9	15	16	7	
15	4	5	16	9	13	14	3	4	8	7	6	3	5	4	2	3	2	1	3	14	17	9	15	16	
8	15	4	5	16	9	13	14	3	4	8	7	6	3	5	4	2	3	1	2	4	14	17	9	15	
7	8	15	1	1	16	9	13	14	3	4	8	7	6	3	5	4	2	3	2	2	5	14	17	9	
17	7	8	15	4	5	16	9	13	14	3	4	8	7	6	3	5	4	1	1	2	2	6	14	17	
9	17	7	8	15	4	5	16	1	13	14	3	4	8	7	6	3	5	4	2	3	2	2	7	14	
6	9	17	7	8	15	4	5	16	9	13	14	3	4	8	7	6	3	5	4	2	3	2	2	8	
1	6	9	17	7	8	15	4	5	16	9	13	14	3	4	8	7	6	3	5	1	2	3	2	2	
10	2	6	9	17	7	8	15	4	5	16	9	1	1	3	4	8	7	6	1	5	4	2	3	2	
10	10	3	6	9	17	1	1	15	4	5	16	9	13	14	3	4	8	7	6	3	1	4	2	3	
11	10	10	4	6	9	17	7	8	15	4	5	16	9	13	14	3	4	8	7	6	3	5	4	2	
10	11	10	10	5	1	9	17	7	8	15	4	5	16	9	13	14	3	4	8	7	6	3	5	4	
12	10	11	10	10	6	6	9	17	7	8	15	4	5	16	9	13	14	3	4	8	7	1	3	5	
13	12	10	11	10	10	7	6	1	17	7	8	15	4	5	1	9	13	14	1	1	8	7	6	3	
11	13	12	10	11	10	10	8	6	9	17	7	8	15	4	5	16	9	13	14	3	4	8	1	6	
14	11	13	12	10	11	10	10	9	6	9	17	7	8	1	4	5	16	9	13	14	3	4	8	7	
15	14	11	13	12	10	11	10	10	10	6	9	17	7	8	15	4	5	16	9	13	14	3	4	1	
16	15	14	11	13	12	10	11	10	1	11	6	9	17	7	8	15	4	5	16	9	13	14	3	4	
12	16	15	14	11	13	12	10	11	1	10	12	6	9	17	7	8	15	4	5	16	9	13	14	3	
11	12	16	15	14	11	13	12	10	11	10	10	13	6	9	17	7	8	15	4	5	16	9	13	14	
6	11	12	16	15	14	11	13	12	1	1	10	10	14	6	9	1	7	8	15	1	1	16	9	13	
5	6	11	12	16	15	14	11	13	12	10	11	10	10	15	6	9	17	7	8	15	4	5	16	9	
17	5	6	11	12	16	15	14	11	13	12	10	11	10	10	16	6	9	17	7	8	15	4	5	16	
8	17	5	6	11	12	16	15	14	11	13	1	10	11	10	10	17	6	9	17	7	8	15	4	5	
13	8	17	5	6	11	12	16	15	14	1	13	12	10	11	10	10	1	6	9	17	7	8	15	4	
12	13	8	17	1	1	11	12	16	15	14	11	1	12	10	11	10	10	2	6	9	17	7	8	15	
7	12	13	8	17	5	6	11	12	16	15	14	11	13	12	10	11	10	10	3	6	9	17	1	1	
16	7	12	13	8	17	5	6	11	12	16	15	14	11	13	12	10	11	10	10	4	6	9	17	7	
15	16	7	12	13	8	17	5	6	11	12	16	15	1	11	13	12	10	11	10	10	5	1	9	17	
9	15	16	7	12	13	8	17	5	6	1	1	16	15	14	11	13	12	10	11	10	10	6	6	9	
17	9	15	16	7	12	13	1	17	5	6	11	12	16	1	14	11	13	12	10	11	10	10	7	6	
14	17	9	15	16	7	12	13	8	17	5	6	11	12	16	15	14	11	13	12	10	11	10	10	8	
