22	1	1	1	2	1	1	1	3	1	1	1	4	1	1	1	5	1	1	1	6	1	1	1	7	1	1	
2	2	2	2	3	2	2	2	4	2	2	2	5	2	2	2	6	2	2	2	7	2	2	2	22	2	2	
3	3	3	3	4	3	3	3	5	3	3	3	6	3	3	3	7	3	3	3	22	3	3	3	2	3	3	
4	4	4	4	5	4	4	4	6	4	4	4	7	4	4	4	22	4	4	4	2	4	4	4	3	4	4	
5	5	5	5	6	5	5	5	7	5	5	5	22	5	5	5	2	5	5	5	3	5	5	5	4	5	5	
6	6	6	6	7	6	6	6	22	6	6	6	2	6	6	6	3	6	6	6	4	6	6	6	5	6	6	
7	7	7	7	22	7	7	7	2	7	7	7	3	7	7	7	4	7	7	7	5	7	7	7	6	7	7	
1	8	8	8	3	8	8	8	5	8	8	8	7	8	8	8	2	8	8	8	4	8	8	8	6	8	8	
2	9	9	9	4	9	9	9	6	9	9	9	1	9	9	9	3	9	9	9	5	9	9	9	7	9	9	
3	10	10	10	5	10	10	10	7	10	10	10	2	10	10	10	4	10	10	10	6	10	10	10	1	10	10	
4	11	11	11	6	11	11	11	1	11	11	11	3	11	11	11	5	11	11	11	7	11	11	11	2	11	11	
5	12	12	12	7	12	12	12	2	12	12	12	4	12	12	12	6	12	12	12	1	12	12	12	3	12	12	
6	13	13	13	1	13	13	13	3	13	13	13	5	13	13	13	7	13	13	13	2	13	13	13	4	13	13	
7	14	14	14	2	14	14	14	4	14	14	14	6	14	14	14	1	14	14	14	3	14	14	14	5	14	14	
1	15	15	15	4	15	15	15	7	15	15	15	3	15	15	15	6	15	15	15	2	15	15	15	5	15	15	
2	16	16	16	5	16	16	16	1	16	16	16	4	16	16	16	7	16	16	16	3	16	16	16	6	16	16	
3	17	17	17	6	17	17	17	2	17	17	17	5	17	17	17	1	17	17	17	4	17	17	17	7	17	17	
4	18	18	18	7	18	18	18	3	18	18	18	6	18	18	18	2	18	18	18	5	18	18	18	1	18	18	
5	19	19	19	1	19	19	19	4	19	19	19	7	19	19	19	3	19	19	19	6	19	19	19	2	19	19	
6	20	20	20	2	20	20	20	5	20	20	20	1	20	20	20	4	20	20	20	7	20	20	20	3	20	20	
7	21	21	21	3	21	21	21	6	21	21	21	2	21	21	21	5	21	21	21	1	21	21	21	4	21	21	
1	22	22	22	1	22	22	22	1	22	22	22	1	22	22	22	1	22	22	22	1	22	22	22	1	22	22	
22	2	3	4	9	5	6	7	10	8	9	10	11	11	12	13	12	14	15	16	13	17	18	19	14	20	21	
9	3	4	5	10	6	7	8	11	9	10	11	12	12	13	14	13	15	16	17	14	18	19	20	22	21	22	
10	4	5	6	11	7	8	9	12	10	11	12	13	13	14	15	14	16	17	18	22	19	20	21	9	22	1	
11	5	6	7	12	8	9	10	13	11	12	13	14	14	15	16	22	17	18	19	9	20	21	22	10	1	2	
12	6	7	8	13	9	10	11	14	12	13	14	22	15	16	17	9	18	19	20	10	21	22	1	11	2	3	
13	7	8	9	14	10	11	12	22	13	14	15	9	16	17	18	10	19	20	21	11	22	1	2	12	3	4	
14	8	9	10	22	11	12	13	9	14	15	16	10	17	18	19	11	20	21	22	12	1	2	3	13	4	5	
8	9	10	11	10	12	13	14	12	15	16	17	14	18	19	20	9	21	22	1	11	2	3	4	13	5	6	
9	10	11	12	11	13	14	15	13	16	17	18	8	19	20	21	10	22	1	2	12	3	4	5	14	6	7	
10	11	12	13	12	14	15	16	14	17	18	19	9	20	21	22	11	1	2	3	13	4	5	6	8	7	8	
11	12	13	14	13	15	16	17	8	18	19	20	10	21	22	1	12	2	3	4	14	5	6	7	9	8	9	
12	13	14	15	14	16	17	18	9	19	20	21	11	22	1	2	13	3	4	5	8	6	7	8	10	9	10	
13	14	15	16	8	17	18	19	10	20	21	22	12	1	2	3	14	4	5	6	9	7	8	9	11	10	11	
14	15	16	17	9	18	19	20	11	21	22	1	13	2	3	4	8	5	6	7	10	8	9	10	12	11	12	
8	16	17	18	11	19	20	21	14	22	1	2	10	3	4	5	13	6	7	8	9	9	10	11	12	12	13	
9	17	18	19	12	20	21	22	8	1	2	3	11	4	5	6	14	7	8	9	10	10	11	12	13	13	14	
10	18	19	20	13	21	22	1	9	2	3	4	12	5	6	7	8	8	9	10	11	11	12	13	14	14	15	
11	19	20	21	14	22	1	2	10	3	4	5	13	6	7	8	9	9	10	11	12	12	13	14	8	15	16	
12	20	21	22	8	1	2	3	11	4	5	6	14	7	8	9	10	10	11	12	13	13	14	15	9	16	17	
13	21	22	1	9	2	3	4	12	5	6	7	8	8	9	10	11	11	12	13	14	14	15	16	10	17	18	
14	22	1	2	10	3	4	5	13	6	7	8	9	9	10	11	12	12	13	14	8	15	16	17	11	18	19	
8	1	2	3	8	4	5	6	8	7	8	9	8	10	11	12	8	13	14	15	8	16	17	18	8	19	20	
22	3	2	6	16	8	4	11	17	13	17	19	18	21	18	20	19	5	7	9	20	12	14	16	21	10	15	
16	4	3	7	17	9	5	12	18	14	18	20	19	22	19	21	20	6	8	10	21	13	15	17	22	11	16	
17	5	4	8	18	10	6	13	19	15	19	21	20	1	20	22	21	7	9	11	22	14	16	18	16	12	17	
18	6	5	9	19	11	7	14	20	16	20	22	21	2	21	1	22	8	10	12	16	15	17	19	17	13	18	
19	7	6	10	20	12	8	15	21	17	21	1	22	3	22	2	16	9	11	13	17	16	18	20	18	14	19	
20	8	7	11	21	13	9	16	22	18	22	2	16	4	1	3	17	10	12	14	18	17	19	21	19	15	20	
21	9	8	12	22	14	10	17	16	19	1	3	17	5	2	4	18	11	13	15	19	18	20	22	20	16	21	
15	10	9	13	17	15	11	18	19	20	2	4	21	6	3	5	16	12	14	16	18	19	21	1	20	17	22	
16	11	10	14	18	16	12	19	20	21	3	5	15	7	4	6	17	13	15	17	19	20	22	2	21	18	1	
17	12	11	15	19	17	13	20	21	22	4	6	16	8	5	7	18	14	16	18	20	21	1	3	15	19	2	
18	13	12	16	20	18	14	21	15	1	5	7	17	9	6	8	19	15	17	19	21	22	2	4	16	20	3	
