1	2	3	4	5	6	7	8	9	1	2	3	4	
1	5	8	1	7	1	3	5	4	2	3	2	2	
2	2	5	8	4	7	6	3	5	4	1	1	2	
2	1	3	5	8	4	1	6	3	5	4	2	3	
3	1	2	4	1	8	4	7	6	3	5	4	2	
2	3	2	2	5	5	8	4	7	6	3	5	1	
4	1	1	2	2	6	5	1	4	7	6	1	5	
5	4	2	3	2	2	7	5	8	4	7	6	3	
3	5	4	2	3	2	2	8	5	8	4	7	6	
6	3	5	1	2	3	2	2	9	5	8	4	7	
7	6	1	5	4	2	3	2	2	1	5	8	1	
4	7	6	3	1	4	2	3	2	2	2	5	8	
8	4	7	6	3	5	4	2	3	2	1	3	5	
5	8	4	7	6	3	5	4	2	3	1	2	4	
1	9	5	7	3	4	9	7	8	6	6	8	9	
9	2	9	5	7	3	4	9	7	8	6	6	8	
8	9	3	9	1	7	3	4	1	7	8	6	6	
6	8	9	4	9	5	1	3	4	9	7	8	6	
6	6	8	9	5	9	5	7	3	4	9	7	8	
8	6	6	8	9	6	9	5	7	3	4	9	7	
7	8	6	6	8	9	7	9	5	7	3	4	9	
9	7	8	6	6	8	9	8	1	5	7	1	1	
4	9	7	8	6	1	8	9	9	9	5	7	3	
3	4	9	7	8	1	6	1	1	1	9	5	7	
7	3	4	9	7	8	6	6	8	9	2	9	5	
5	7	1	1	9	7	8	6	6	8	9	3	9	
9	5	7	3	4	9	1	1	6	6	8	9	4	
