1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	
2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
3	7	7	7	1	7	7	7	2	7	7	7	3	7	7	7	4	7	7	7	5	7	7	
3	8	8	8	2	8	8	8	3	8	8	8	4	8	8	8	5	8	8	8	6	8	8	
3	9	9	9	3	9	9	9	4	9	9	9	5	9	9	9	6	9	9	9	1	9	9	
4	10	10	10	4	10	10	10	5	10	10	10	6	10	10	10	1	10	10	10	2	10	10	
4	11	11	11	5	11	11	11	6	11	11	11	1	11	11	11	2	11	11	11	3	11	11	
4	12	12	12	6	12	12	12	1	12	12	12	2	12	12	12	3	12	12	12	4	12	12	
5	13	13	13	1	13	13	13	3	13	13	13	5	13	13	13	2	13	13	13	4	13	13	
5	14	14	14	2	14	14	14	4	14	14	14	6	14	14	14	3	14	14	14	5	14	14	
5	15	15	15	3	15	15	15	5	15	15	15	1	15	15	15	4	15	15	15	6	15	15	
6	16	16	16	4	16	16	16	6	16	16	16	2	16	16	16	5	16	16	16	1	16	16	
6	17	17	17	5	17	17	17	1	17	17	17	3	17	17	17	6	17	17	17	2	17	17	
6	18	18	18	6	18	18	18	2	18	18	18	4	18	18	18	1	18	18	18	3	18	18	
7	1	2	3	7	4	5	6	7	7	8	9	7	10	11	12	7	13	14	15	7	16	17	
7	2	3	4	8	5	6	7	8	8	9	10	8	11	12	13	8	14	15	16	8	17	18	
7	3	4	5	9	6	7	8	9	9	10	11	9	12	13	14	9	15	16	17	9	18	1	
8	4	5	6	10	7	8	9	10	10	11	12	10	13	14	15	10	16	17	18	10	1	2	
8	5	6	7	11	8	9	10	11	11	12	13	11	14	15	16	11	17	18	1	11	2	3	
8	6	7	8	12	9	10	11	12	12	13	14	12	15	16	17	12	18	1	2	12	3	4	
9	7	8	9	7	10	11	12	8	13	14	15	9	16	17	18	10	1	2	3	11	4	5	
9	8	9	10	8	11	12	13	9	14	15	16	10	17	18	1	11	2	3	4	12	5	6	
9	9	10	11	9	12	13	14	10	15	16	17	11	18	1	2	12	3	4	5	7	6	7	
10	10	11	12	10	13	14	15	11	16	17	18	12	1	2	3	7	4	5	6	8	7	8	
10	11	12	13	11	14	15	16	12	17	18	1	7	2	3	4	8	5	6	7	9	8	9	
10	12	13	14	12	15	16	17	7	18	1	2	8	3	4	5	9	6	7	8	10	9	10	
11	13	14	15	7	16	17	18	9	1	2	3	11	4	5	6	8	7	8	9	10	10	11	
11	14	15	16	8	17	18	1	10	2	3	4	12	5	6	7	9	8	9	10	11	11	12	
11	15	16	17	9	18	1	2	11	3	4	5	7	6	7	8	10	9	10	11	12	12	13	
12	16	17	18	10	1	2	3	12	4	5	6	8	7	8	9	11	10	11	12	7	13	14	
12	17	18	1	11	2	3	4	7	5	6	7	9	8	9	10	12	11	12	13	8	14	15	
12	18	1	2	12	3	4	5	8	6	7	8	10	9	10	11	7	12	13	14	9	15	16	
13	1	3	2	13	6	8	4	13	13	15	17	13	14	16	5	13	7	10	12	13	11	9	
13	2	4	3	14	7	9	5	14	14	16	18	14	15	17	6	14	8	11	13	14	12	10	
13	3	5	4	15	8	10	6	15	15	17	1	15	16	18	7	15	9	12	14	15	13	11	
14	4	6	5	16	9	11	7	16	16	18	2	16	17	1	8	16	10	13	15	16	14	12	
14	5	7	6	17	10	12	8	17	17	1	3	17	18	2	9	17	11	14	16	17	15	13	
14	6	8	7	18	11	13	9	18	18	2	4	18	1	3	10	18	12	15	17	18	16	14	
15	7	9	8	13	12	14	10	14	1	3	5	15	2	4	11	16	13	16	18	17	17	15	
15	8	10	9	14	13	15	11	15	2	4	6	16	3	5	12	17	14	17	1	18	18	16	
15	9	11	10	15	14	16	12	16	3	5	7	17	4	6	13	18	15	18	2	13	1	17	
16	10	12	11	16	15	17	13	17	4	6	8	18	5	7	14	13	16	1	3	14	2	18	
16	11	13	12	17	16	18	14	18	5	7	9	13	6	8	15	14	17	2	4	15	3	1	
16	12	14	13	18	17	1	15	13	6	8	10	14	7	9	16	15	18	3	5	16	4	2	
17	13	15	14	13	18	2	16	15	7	9	11	17	8	10	17	14	1	4	6	16	5	3	
17	14	16	15	14	1	3	17	16	8	10	12	18	9	11	18	15	2	5	7	17	6	4	
17	15	17	16	15	2	4	18	17	9	11	13	13	10	12	1	16	3	6	8	18	7	5	
18	16	18	17	16	3	5	1	18	10	12	14	14	11	13	2	17	4	7	9	13	8	6	
18	17	1	18	17	4	6	2	13	11	13	15	15	12	14	3	18	5	8	10	14	9	7	
18	18	2	1	18	5	7	3	14	12	14	16	16	13	15	4	13	6	9	11	15	10	8	
