1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
7	3	5	19	7	5	9	1	19	15	13	13	17	5	15	9	17	11	11	7	11	15	3	19	13	2	9	3
8	4	6	20	8	6	10	2	20	16	14	14	18	6	16	10	18	12	12	8	12	16	4	20	14	1	10	4
3	5	19	7	5	9	17	19	15	13	13	17	5	15	9	17	11	12	7	11	15	3	19	13	1	9	3	7
4	6	20	8	6	10	18	20	16	14	14	18	6	16	10	18	12	11	8	12	16	4	20	14	2	10	4	8
5	19	7	5	9	17	2	15	13	14	17	5	15	9	17	11	11	7	11	15	3	19	13	1	9	3	7	4
6	20	8	6	10	18	1	16	14	13	18	6	16	10	18	12	12	8	12	16	4	20	14	2	10	4	8	3
19	7	5	9	17	1	19	13	14	17	5	15	9	17	11	11	7	12	15	3	19	13	2	9	3	7	4	5
20	8	6	10	18	2	20	14	13	18	6	16	10	18	12	12	8	11	16	4	20	14	1	10	4	8	3	6
8	5	9	17	1	19	15	13	17	5	15	9	17	11	12	7	12	15	3	19	13	2	9	3	7	3	5	19
7	6	10	18	2	20	16	14	18	6	16	10	18	12	11	8	11	16	4	20	14	1	10	4	8	4	6	20
5	9	17	1	19	15	13	17	5	15	9	17	11	11	7	12	15	3	19	13	2	9	4	7	3	5	19	8
6	10	18	2	20	16	14	18	6	16	10	18	12	12	8	11	16	4	20	14	1	10	3	8	4	6	20	7
9	17	1	19	15	13	14	5	15	9	18	11	11	7	12	15	3	19	13	2	9	4	7	4	5	19	7	5
10	18	2	20	16	14	13	6	16	10	17	12	12	8	11	16	4	20	14	1	10	3	8	3	6	20	8	6
17	1	19	15	13	13	18	16	9	17	11	12	7	12	15	3	19	13	2	9	3	7	4	5	19	8	5	9
18	2	20	16	14	14	17	15	10	18	12	11	8	11	16	4	20	14	1	10	4	8	3	6	20	7	6	10
1	20	15	13	13	17	5	9	17	11	12	7	12	15	3	19	13	2	9	3	7	4	5	19	8	5	10	17
2	19	16	14	14	18	6	10	18	12	11	8	11	16	4	20	14	1	10	4	8	3	6	20	7	6	9	18
19	15	13	14	18	6	15	18	11	11	7	12	15	3	19	13	1	9	4	7	4	5	19	7	5	10	17	2
20	16	14	13	17	5	16	17	12	12	8	11	16	4	20	14	2	10	3	8	3	6	20	8	6	9	18	1
15	13	13	18	6	16	9	11	12	7	12	15	3	19	13	1	9	3	7	4	5	19	7	5	10	17	2	19
16	14	14	17	5	15	10	12	11	8	11	16	4	20	14	2	10	4	8	3	6	20	8	6	9	18	1	20
13	13	17	5	16	9	18	12	7	12	15	3	19	13	1	10	3	8	4	5	19	8	5	10	17	2	20	15
14	14	18	6	15	10	17	11	8	11	16	4	20	14	2	9	4	7	3	6	20	7	6	9	18	1	19	16
13	18	6	15	9	18	11	7	12	15	3	19	13	1	9	4	7	4	5	19	7	5	10	17	2	19	15	13
14	17	5	16	10	17	12	8	11	16	4	20	14	2	10	3	8	3	6	20	8	6	9	18	1	20	16	14
18	6	16	9	18	11	12	12	15	3	19	13	1	9	3	7	4	5	19	8	5	10	17	2	19	15	13	13
17	5	15	10	17	12	11	11	16	4	20	14	2	10	4	8	3	6	20	7	6	9	18	1	20	16	14	14
5	16	9	18	11	12	7	16	3	19	13	1	10	3	8	4	5	19	8	5	10	17	2	20	15	13	13	17
6	15	10	17	12	11	8	15	4	20	14	2	9	4	7	3	6	20	7	6	9	18	1	19	16	14	14	18
16	9	18	11	12	7	12	3	19	14	1	10	3	7	4	5	19	8	5	10	17	2	19	15	14	13	18	6
15	10	17	12	11	8	11	4	20	13	2	9	4	8	3	6	20	7	6	9	18	1	20	16	13	14	17	5
9	18	11	12	7	12	15	19	14	1	10	3	7	4	5	19	8	5	10	17	2	19	15	14	14	18	6	16
10	17	12	11	8	11	16	20	13	2	9	4	8	3	6	20	7	6	9	18	1	20	16	13	13	17	5	15
18	11	12	7	12	16	3	13	1	10	3	8	4	5	19	8	5	10	17	2	20	16	13	14	17	5	16	9
17	12	11	8	11	15	4	14	2	9	4	7	3	6	20	7	6	9	18	1	19	15	14	13	18	6	15	10
11	11	7	12	16	3	19	1	10	4	8	4	5	19	8	5	10	17	2	20	16	14	14	17	5	15	10	18
12	12	8	11	15	4	20	2	9	3	7	3	6	20	7	6	9	18	1	19	15	13	13	18	6	16	9	17
12	7	12	15	3	19	14	10	3	7	4	6	20	8	5	10	17	2	19	15	14	14	18	6	16	10	18	11
11	8	11	16	4	20	13	9	4	8	3	5	19	7	6	9	18	1	20	16	13	13	17	5	15	9	17	12
8	12	16	3	19	13	2	3	8	4	5	19	8	5	10	17	1	20	16	14	14	17	5	16	10	18	11	12
7	11	15	4	20	14	1	4	7	3	6	20	7	6	9	18	2	19	15	13	13	18	6	15	9	17	12	11
12	16	3	20	13	1	9	8	4	5	19	8	5	10	17	2	20	16	13	14	17	5	15	10	18	11	12	8
11	15	4	19	14	2	10	7	3	6	20	7	6	9	18	1	19	15	14	13	18	6	16	9	17	12	11	7
16	3	20	14	1	9	4	4	6	20	8	6	10	17	2	19	15	13	14	18	5	16	10	18	11	11	7	12
15	4	19	13	2	10	3	3	5	19	7	5	9	18	1	20	16	14	13	17	6	15	9	17	12	12	8	11
3	20	13	1	9	4	8	6	20	8	5	10	17	2	20	15	14	14	17	5	16	10	18	11	11	8	12	16
4	19	14	2	10	3	7	5	19	7	6	9	18	1	19	16	13	13	18	6	15	9	17	12	12	7	11	15
20	13	1	9	3	8	4	20	8	5	10	17	2	20	15	13	14	17	5	16	10	18	11	12	8	12	16	4
19	14	2	10	4	7	3	19	7	6	9	18	1	19	16	14	13	18	6	15	9	17	12	11	7	11	15	3
13	1	9	4	7	4	6	8	6	10	18	2	20	15	13	14	18	6	16	10	18	11	11	7	12	15	4	20
14	2	10	3	8	3	5	7	5	9	17	1	19	16	14	13	17	5	15	9	17	12	12	8	11	16	3	19
1	9	4	8	4	6	20	6	10	17	2	20	16	14	14	17	5	16	10	18	11	11	7	12	16	3	20	13
2	10	3	7	3	5	19	5	9	18	1	19	15	13	13	18	6	15	9	17	12	12	8	11	15	4	19	14
10	3	8	4	6	20	8	10	17	1	20	16	14	14	17	5	16	10	18	11	12	8	12	16	3	19	13	2
9	4	7	3	5	19	7	9	18	2	19	15	13	13	18	6	15	9	17	12	11	7	11	15	4	20	14	1
3	7	4	6	19	8	6	18	1	20	15	14	14	18	6	16	10	18	11	12	7	12	15	4	19	13	2	10
4	8	3	5	20	7	5	17	2	19	16	13	13	17	5	15	9	17	12	11	8	11	16	3	20	14	1	9
