1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	
2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	
3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	
4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	
5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	
6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	
7	8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	
8	9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	
9	10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	
10	11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	
11	12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	
12	13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	
13	14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	
14	15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	
15	16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	
16	17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	
17	18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
18	19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	
19	20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	
20	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	
1	3	2	6	8	4	11	15	17	19	16	18	5	7	9	12	14	13	10	
2	4	3	7	9	5	12	16	18	20	17	19	6	8	10	13	15	14	11	
3	5	4	8	10	6	13	17	19	1	18	20	7	9	11	14	16	15	12	
4	6	5	9	11	7	14	18	20	2	19	1	8	10	12	15	17	16	13	
5	7	6	10	12	8	15	19	1	3	20	2	9	11	13	16	18	17	14	
6	8	7	11	13	9	16	20	2	4	1	3	10	12	14	17	19	18	15	
7	9	8	12	14	10	17	1	3	5	2	4	11	13	15	18	20	19	16	
8	10	9	13	15	11	18	2	4	6	3	5	12	14	16	19	1	20	17	
9	11	10	14	16	12	19	3	5	7	4	6	13	15	17	20	2	1	18	
10	12	11	15	17	13	20	4	6	8	5	7	14	16	18	1	3	2	19	
11	13	12	16	18	14	1	5	7	9	6	8	15	17	19	2	4	3	20	
12	14	13	17	19	15	2	6	8	10	7	9	16	18	20	3	5	4	1	
13	15	14	18	20	16	3	7	9	11	8	10	17	19	1	4	6	5	2	
14	16	15	19	1	17	4	8	10	12	9	11	18	20	2	5	7	6	3	
15	17	16	20	2	18	5	9	11	13	10	12	19	1	3	6	8	7	4	
16	18	17	1	3	19	6	10	12	14	11	13	20	2	4	7	9	8	5	
17	19	18	2	4	20	7	11	13	15	12	14	1	3	5	8	10	9	6	
18	20	19	3	5	1	8	12	14	16	13	15	2	4	6	9	11	10	7	
19	1	20	4	6	2	9	13	15	17	14	16	3	5	7	10	12	11	8	
20	2	1	5	7	3	10	14	16	18	15	17	4	6	8	11	13	12	9	
