1	1	1	1	1	1	1	1	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	
1	2	2	2	28	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	2	2	2	2	2	2	2	2	
1	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	6	3	3	3	3	3	28	3	3	1	3	3	3	3	3	3	3	3	
2	4	4	4	3	4	4	4	3	4	4	4	1	4	4	4	4	4	4	4	4	4	7	4	4	4	4	4	3	4	4	1	4	4	4	4	4	28	4	4	
2	5	5	5	4	5	5	5	4	5	5	5	2	5	5	5	5	5	5	5	5	5	8	5	5	5	5	5	4	5	5	2	5	5	28	5	5	4	5	5	
2	6	6	6	5	6	6	6	5	6	6	6	3	6	6	6	28	6	6	6	6	6	1	6	6	6	6	6	5	6	6	8	6	6	5	6	6	5	6	6	
3	7	7	7	6	7	7	7	6	7	7	7	1	7	7	7	6	7	7	7	7	7	2	7	7	28	7	7	6	7	7	9	7	7	6	7	7	6	7	7	
3	8	8	8	7	8	8	8	7	8	8	8	2	8	8	8	7	8	8	28	8	8	9	8	8	7	8	8	7	8	8	1	8	8	7	8	8	7	8	8	
3	9	9	9	8	9	9	9	8	9	9	9	9	9	9	9	8	9	9	8	9	9	1	9	9	8	9	9	8	9	9	2	9	9	8	9	9	8	9	9	
28	10	10	10	9	10	10	10	9	10	10	10	3	10	10	10	9	10	10	9	10	10	2	10	10	9	10	10	9	10	10	2	10	10	9	10	10	9	10	10	
4	11	11	11	29	11	11	11	2	11	11	11	4	11	11	11	4	11	11	5	11	11	3	11	11	6	11	11	6	11	11	6	11	11	7	11	11	8	11	11	
4	12	12	12	2	12	12	12	3	12	12	12	5	12	12	12	5	12	12	6	12	12	4	12	12	29	12	12	7	12	12	7	12	12	8	12	12	9	12	12	
4	13	13	13	3	13	13	13	4	13	13	13	6	13	13	13	29	13	13	7	13	13	6	13	13	7	13	13	8	13	13	3	13	13	9	13	13	1	13	13	
5	14	14	14	4	14	14	14	5	14	14	14	4	14	14	14	6	14	14	29	14	14	7	14	14	8	14	14	9	14	14	3	14	14	1	14	14	2	14	14	
