1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	
1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	
2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	
2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	
2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	7	7	7	7	7	7	7	7	7	7	
3	8	8	8	2	8	8	8	3	8	8	8	4	8	8	8	2	8	8	8	5	8	8	6	8	8	7	8	8	
3	9	9	9	3	9	9	9	4	9	9	9	5	9	9	9	4	9	9	9	6	9	9	7	9	9	1	9	9	
3	10	10	10	4	10	10	10	5	10	10	10	6	10	10	10	5	10	10	10	7	10	10	1	10	10	2	10	10	
4	11	11	11	5	11	11	11	6	11	11	11	7	11	11	11	2	11	11	11	1	11	11	2	11	11	3	11	11	
4	12	12	12	6	12	12	12	7	12	12	12	1	12	12	12	6	12	12	12	2	12	12	3	12	12	4	12	12	
4	13	13	13	7	13	13	13	1	13	13	13	2	13	13	13	7	13	13	13	3	13	13	4	13	13	5	13	13	
7	14	14	14	1	14	14	14	2	14	14	14	3	14	14	14	2	14	14	14	4	14	14	5	14	14	6	14	14	
5	15	15	15	3	15	15	15	5	15	15	15	7	15	15	15	3	15	15	15	2	15	15	4	15	15	6	15	15	
5	16	16	16	4	16	16	16	6	16	16	16	1	16	16	16	4	16	16	16	3	16	16	5	16	16	7	16	16	
5	17	17	17	5	17	17	17	7	17	17	17	2	17	17	17	5	17	17	17	4	17	17	6	17	17	1	17	17	
6	18	18	18	6	18	18	18	1	18	18	18	3	18	18	18	3	18	18	18	5	18	18	7	18	18	2	18	18	
6	19	19	19	7	19	19	19	2	19	19	19	4	19	19	19	6	19	19	19	6	19	19	1	19	19	3	19	19	
6	20	20	20	1	20	20	20	3	20	20	20	5	20	20	20	7	20	20	20	7	20	20	2	20	20	4	20	20	
7	21	21	21	2	21	21	21	4	21	21	21	6	21	21	21	3	21	21	21	1	21	21	3	21	21	5	21	21	
8	1	2	3	8	4	5	6	8	7	8	9	8	10	11	12	8	13	14	15	8	16	17	8	18	19	8	20	21	
8	2	3	4	9	5	6	7	9	8	9	10	9	11	12	13	11	14	15	16	9	17	18	9	19	20	9	21	1	
8	3	4	5	10	6	7	8	10	9	10	11	10	12	13	14	12	15	16	17	10	18	19	10	20	21	10	1	2	
9	4	5	6	11	7	8	9	11	10	11	12	11	13	14	15	8	16	17	18	11	19	20	11	21	1	11	2	3	
9	5	6	7	12	8	9	10	12	11	12	13	12	14	15	16	13	17	18	19	12	20	21	12	1	2	12	3	4	
9	6	7	8	13	9	10	11	13	12	13	14	13	15	16	17	14	18	19	20	13	21	1	13	2	3	13	4	5	
14	7	8	9	14	10	11	12	14	13	14	15	14	16	17	18	8	19	20	21	14	1	2	14	3	4	14	5	6	
10	8	9	10	9	11	12	13	10	14	15	16	11	17	18	19	9	20	21	1	12	2	3	13	4	5	14	6	7	
10	9	10	11	10	12	13	14	11	15	16	17	12	18	19	20	11	21	1	2	13	3	4	14	5	6	8	7	8	
10	10	11	12	11	13	14	15	12	16	17	18	13	19	20	21	12	1	2	3	14	4	5	8	6	7	9	8	9	
11	11	12	13	12	14	15	16	13	17	18	19	14	20	21	1	9	2	3	4	8	5	6	9	7	8	10	9	10	
11	12	13	14	13	15	16	17	14	18	19	20	8	21	1	2	13	3	4	5	9	6	7	10	8	9	11	10	11	
11	13	14	15	14	16	17	18	8	19	20	21	9	1	2	3	14	4	5	6	10	7	8	11	9	10	12	11	12	
14	14	15	16	8	17	18	19	9	20	21	1	10	2	3	4	9	5	6	7	11	8	9	12	10	11	13	12	13	
12	15	16	17	10	18	19	20	12	21	1	2	14	3	4	5	10	6	7	8	9	9	10	11	11	12	13	13	14	
12	16	17	18	11	19	20	21	13	1	2	3	8	4	5	6	11	7	8	9	10	10	11	12	12	13	14	14	15	
12	17	18	19	12	20	21	1	14	2	3	4	9	5	6	7	12	8	9	10	11	11	12	13	13	14	8	15	16	
13	18	19	20	13	21	1	2	8	3	4	5	10	6	7	8	10	9	10	11	12	12	13	14	14	15	9	16	17	
13	19	20	21	14	1	2	3	9	4	5	6	11	7	8	9	13	10	11	12	13	13	14	8	15	16	10	17	18	
13	20	21	1	8	2	3	4	10	5	6	7	12	8	9	10	14	11	12	13	14	14	15	9	16	17	11	18	19	
14	21	1	2	9	3	4	5	11	6	7	8	13	9	10	11	10	12	13	14	8	15	16	10	17	18	12	19	20	
15	1	3	5	15	7	9	11	15	13	15	17	15	19	21	2	15	4	6	8	15	10	12	15	14	16	15	18	20	
15	2	4	6	16	8	10	12	16	14	16	18	16	20	1	3	18	5	7	9	16	11	13	16	15	17	16	19	21	
15	3	5	7	17	9	11	13	17	15	17	19	17	21	2	4	19	6	8	10	17	12	14	17	16	18	17	20	1	
16	4	6	8	18	10	12	14	18	16	18	20	18	1	3	5	15	7	9	11	18	13	15	18	17	19	18	21	2	
16	5	7	9	19	11	13	15	19	17	19	21	19	2	4	6	20	8	10	12	19	14	16	19	18	20	19	1	3	
16	6	8	10	20	12	14	16	20	18	20	1	20	3	5	7	21	9	11	13	20	15	17	20	19	21	20	2	4	
21	7	9	11	21	13	15	17	21	19	21	2	21	4	6	8	15	10	12	14	21	16	18	21	20	1	21	3	5	
17	8	10	12	16	14	16	18	17	20	1	3	18	5	7	9	16	11	13	15	19	17	19	20	21	2	21	4	6	
17	9	11	13	17	15	17	19	18	21	2	4	19	6	8	10	18	12	14	16	20	18	20	21	1	3	15	5	7	
17	10	12	14	18	16	18	20	19	1	3	5	20	7	9	11	19	13	15	17	21	19	21	15	2	4	16	6	8	
18	11	13	15	19	17	19	21	20	2	4	6	21	8	10	12	16	14	16	18	15	20	1	16	3	5	17	7	9	
18	12	14	16	20	18	20	1	21	3	5	7	15	9	11	13	20	15	17	19	16	21	2	17	4	6	18	8	10	
18	13	15	17	21	19	21	2	15	4	6	8	16	10	12	14	21	16	18	20	17	1	3	18	5	7	19	9	11	
21	14	16	18	15	20	1	3	16	5	7	9	17	11	13	15	16	17	19	21	18	2	4	19	6	8	20	10	12	
19	15	17	19	17	21	2	4	19	6	8	10	21	12	14	16	17	18	20	1	16	3	5	18	7	9	20	11	13	
19	16	18	20	18	1	3	5	20	7	9	11	15	13	15	17	18	19	21	2	17	4	6	19	8	10	21	12	14	
19	17	19	21	19	2	4	6	21	8	10	12	16	14	16	18	19	20	1	3	18	5	7	20	9	11	15	13	15	
20	18	20	1	20	3	5	7	15	9	11	13	17	15	17	19	17	21	2	4	19	6	8	21	10	12	16	14	16	
20	19	21	2	21	4	6	8	16	10	12	14	18	16	18	20	20	1	3	5	20	7	9	15	11	13	17	15	17	
20	20	1	3	15	5	7	9	17	11	13	15	19	17	19	21	21	2	4	6	21	8	10	16	12	14	18	16	18	
21	21	2	4	16	6	8	10	18	12	14	16	20	18	20	1	17	3	5	7	15	9	11	17	13	15	19	17	19	
