1	2	1	4	16	8	5	2	18	10	3	6	3	19	14	20	15	4	7	17	1	11	5	12	
2	3	2	5	17	9	6	3	19	11	4	7	4	20	15	1	16	5	8	18	2	12	1	13	
3	4	3	6	18	10	7	4	20	12	5	8	5	1	16	2	17	1	9	19	3	13	2	14	
4	5	4	7	19	11	8	5	1	13	6	9	1	2	17	3	18	2	10	20	4	14	3	15	
5	6	5	8	20	12	9	1	2	14	7	10	2	3	18	4	19	3	11	1	5	15	4	16	
6	7	1	9	1	13	10	3	3	15	8	11	5	4	19	5	20	2	12	2	6	16	4	17	
7	8	2	10	2	14	11	4	4	16	9	12	1	5	20	6	1	3	13	3	7	17	5	18	
8	9	3	11	3	15	12	5	5	17	10	13	2	6	1	7	2	4	14	4	8	18	1	19	
9	10	4	12	4	16	13	1	6	18	11	14	3	7	2	8	3	5	15	5	9	19	2	20	
10	11	5	13	5	17	14	2	7	19	12	15	4	8	3	9	4	1	16	6	10	20	3	1	
11	12	1	14	6	18	15	4	8	20	13	16	2	9	4	10	5	5	17	7	11	1	3	2	
12	13	2	15	7	19	16	5	9	1	14	17	3	10	5	11	6	1	18	8	12	2	4	3	
13	14	3	16	8	20	17	1	10	2	15	18	4	11	6	12	7	2	19	9	13	3	5	4	
14	15	4	17	9	1	18	2	11	3	16	19	5	12	7	13	8	3	20	10	14	4	1	5	
15	16	5	18	10	2	19	3	12	4	17	20	1	13	8	14	9	4	1	11	15	5	2	6	
16	17	1	19	11	3	20	5	13	5	18	1	4	14	9	15	10	3	2	12	16	6	2	7	
17	18	2	20	12	4	1	1	14	6	19	2	5	15	10	16	11	4	3	13	17	7	3	8	
18	19	3	1	13	5	2	2	15	7	20	3	1	16	11	17	12	5	4	14	18	8	4	9	
19	20	4	2	14	6	3	3	16	8	1	4	2	17	12	18	13	1	5	15	19	9	5	10	
20	1	5	3	15	7	4	4	17	9	2	5	3	18	13	19	14	2	6	16	20	10	1	11	
1	3	6	7	20	13	11	7	5	19	14	18	8	12	8	16	17	9	4	15	9	6	10	2	
2	4	7	8	1	14	12	8	6	20	15	19	9	13	9	17	18	10	5	16	10	7	6	3	
3	5	8	9	2	15	13	9	7	1	16	20	10	14	10	18	19	6	6	17	11	8	7	4	
4	6	9	10	3	16	14	10	8	2	17	1	6	15	11	19	20	7	7	18	12	9	8	5	
5	7	10	11	4	17	15	6	9	3	18	2	7	16	12	20	1	8	8	19	13	10	9	6	
6	8	6	12	5	18	16	8	10	4	19	3	10	17	13	1	2	7	9	20	14	11	9	7	
7	9	7	13	6	19	17	9	11	5	20	4	6	18	14	2	3	8	10	1	15	12	10	8	
8	10	8	14	7	20	18	10	12	6	1	5	7	19	15	3	4	9	11	2	16	13	6	9	
9	11	9	15	8	1	19	6	13	7	2	6	8	20	16	4	5	10	12	3	17	14	7	10	
10	12	10	16	9	2	20	7	14	8	3	7	9	1	17	5	6	6	13	4	18	15	8	11	
11	13	6	17	10	3	1	9	15	9	4	8	7	2	18	6	7	10	14	5	19	16	8	12	
12	14	7	18	11	4	2	10	16	10	5	9	8	3	19	7	8	6	15	6	20	17	9	13	
13	15	8	19	12	5	3	6	17	11	6	10	9	4	20	8	9	7	16	7	1	18	10	14	
14	16	9	20	13	6	4	7	18	12	7	11	10	5	1	9	10	8	17	8	2	19	6	15	
15	17	10	1	14	7	5	8	19	13	8	12	6	6	2	10	11	9	18	9	3	20	7	16	
16	18	6	2	15	8	6	10	20	14	9	13	9	7	3	11	12	8	19	10	4	1	7	17	
17	19	7	3	16	9	7	6	1	15	10	14	10	8	4	12	13	9	20	11	5	2	8	18	
18	20	8	4	17	10	8	7	2	16	11	15	6	9	5	13	14	10	1	12	6	3	9	19	
19	1	9	5	18	11	9	8	3	17	12	16	7	10	6	14	15	6	2	13	7	4	10	20	
20	2	10	6	19	12	10	9	4	18	13	17	8	11	7	15	16	7	3	14	8	5	6	1	
1	4	11	9	3	11	15	12	12	8	20	10	13	5	2	13	16	14	19	6	17	2	15	7	
2	5	12	10	4	12	16	13	13	9	1	11	14	6	3	14	17	15	20	7	18	3	11	8	
3	6	13	11	5	13	17	14	14	10	2	12	15	7	4	15	18	11	1	8	19	4	12	9	
4	7	14	12	6	14	18	15	15	11	3	13	11	8	5	16	19	12	2	9	20	5	13	10	
5	8	15	13	7	15	19	11	16	12	4	14	12	9	6	17	20	13	3	10	1	6	14	11	
6	9	11	14	8	16	20	13	17	13	5	15	15	10	7	18	1	12	4	11	2	7	14	12	
7	10	12	15	9	17	1	14	18	14	6	16	11	11	8	19	2	13	5	12	3	8	15	13	
8	11	13	16	10	18	2	15	19	15	7	17	12	12	9	20	3	14	6	13	4	9	11	14	
9	12	14	17	11	19	3	11	20	16	8	18	13	13	10	1	4	15	7	14	5	10	12	15	
10	13	15	18	12	20	4	12	1	17	9	19	14	14	11	2	5	11	8	15	6	11	13	16	
11	14	11	19	13	1	5	14	2	18	10	20	12	15	12	3	6	15	9	16	7	12	13	17	
12	15	12	20	14	2	6	15	3	19	11	1	13	16	13	4	7	11	10	17	8	13	14	18	
13	16	13	1	15	3	7	11	4	20	12	2	14	17	14	5	8	12	11	18	9	14	15	19	
14	17	14	2	16	4	8	12	5	1	13	3	15	18	15	6	9	13	12	19	10	15	11	20	
15	18	15	3	17	5	9	13	6	2	14	4	11	19	16	7	10	14	13	20	11	16	12	1	
16	19	11	4	18	6	10	15	7	3	15	5	14	20	17	8	11	13	14	1	12	17	12	2	
17	20	12	5	19	7	11	11	8	4	16	6	15	1	18	9	12	14	15	2	13	18	13	3	
18	1	13	6	20	8	12	12	9	5	17	7	11	2	19	10	13	15	16	3	14	19	14	4	
19	2	14	7	1	9	13	13	10	6	18	8	12	3	20	11	14	11	17	4	15	20	15	5	
20	3	15	8	2	10	14	14	11	7	19	9	13	4	1	12	15	12	18	5	16	1	11	6	
1	5	16	14	12	3	2	17	6	16	10	7	18	11	13	9	20	19	18	19	15	4	20	10	
2	6	17	15	13	4	3	18	7	17	11	8	19	12	14	10	1	20	19	20	16	5	16	11	
3	7	18	16	14	5	4	19	8	18	12	9	20	13	15	11	2	16	20	1	17	6	17	12	
4	8	19	17	15	6	5	20	9	19	13	10	16	14	16	12	3	17	1	2	18	7	18	13	
5	9	20	18	16	7	6	16	10	20	14	11	17	15	17	13	4	18	2	3	19	8	19	14	
6	10	16	19	17	8	7	18	11	1	15	12	20	16	18	14	5	17	3	4	20	9	19	15	
7	11	17	20	18	9	8	19	12	2	16	13	16	17	19	15	6	18	4	5	1	10	20	16	
8	12	18	1	19	10	9	20	13	3	17	14	17	18	20	16	7	19	5	6	2	11	16	17	
9	13	19	2	20	11	10	16	14	4	18	15	18	19	1	17	8	20	6	7	3	12	17	18	
10	14	20	3	1	12	11	17	15	5	19	16	19	20	2	18	9	16	7	8	4	13	18	19	
11	15	16	4	2	13	12	19	16	6	20	17	17	1	3	19	10	20	8	9	5	14	18	20	
12	16	17	5	3	14	13	20	17	7	1	18	18	2	4	20	11	16	9	10	6	15	19	1	
13	17	18	6	4	15	14	16	18	8	2	19	19	3	5	1	12	17	10	11	7	16	20	2	
14	18	19	7	5	16	15	17	19	9	3	20	20	4	6	2	13	18	11	12	8	17	16	3	
15	19	20	8	6	17	16	18	20	10	4	1	16	5	7	3	14	19	12	13	9	18	17	4	
16	20	16	9	7	18	17	20	1	11	5	2	19	6	8	4	15	18	13	14	10	19	17	5	
17	1	17	10	8	19	18	16	2	12	6	3	20	7	9	5	16	19	14	15	11	20	18	6	
18	2	18	11	9	20	19	17	3	13	7	4	16	8	10	6	17	20	15	16	12	1	19	7	
19	3	19	12	10	1	20	18	4	14	8	5	17	9	11	7	18	16	16	17	13	2	20	8	
20	4	20	13	11	2	1	19	5	15	9	6	18	10	12	8	19	17	17	18	14	3	16	9	
