22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	
3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	
4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	
5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	
6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	
7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	
8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	
9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	
10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	
11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	
12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	
13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	
14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	
15	16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	
16	17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	
17	18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
18	19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	
19	20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	
20	21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	
21	22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	
22	23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	
23	24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	
24	25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	
25	26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	
26	27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	
27	28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	
28	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	
1	3	2	6	8	4	11	5	14	16	21	23	25	27	22	24	26	7	9	12	15	10	19	17	20	13	18	
2	4	3	7	9	5	12	6	15	17	22	24	26	28	23	25	27	8	10	13	16	11	20	18	21	14	19	
3	5	4	8	10	6	13	7	16	18	23	25	27	1	24	26	28	9	11	14	17	12	21	19	22	15	20	
4	6	5	9	11	7	14	8	17	19	24	26	28	2	25	27	1	10	12	15	18	13	22	20	23	16	21	
5	7	6	10	12	8	15	9	18	20	25	27	1	3	26	28	2	11	13	16	19	14	23	21	24	17	22	
6	8	7	11	13	9	16	10	19	21	26	28	2	4	27	1	3	12	14	17	20	15	24	22	25	18	23	
7	9	8	12	14	10	17	11	20	22	27	1	3	5	28	2	4	13	15	18	21	16	25	23	26	19	24	
8	10	9	13	15	11	18	12	21	23	28	2	4	6	1	3	5	14	16	19	22	17	26	24	27	20	25	
9	11	10	14	16	12	19	13	22	24	1	3	5	7	2	4	6	15	17	20	23	18	27	25	28	21	26	
10	12	11	15	17	13	20	14	23	25	2	4	6	8	3	5	7	16	18	21	24	19	28	26	1	22	27	
11	13	12	16	18	14	21	15	24	26	3	5	7	9	4	6	8	17	19	22	25	20	1	27	2	23	28	
12	14	13	17	19	15	22	16	25	27	4	6	8	10	5	7	9	18	20	23	26	21	2	28	3	24	1	
13	15	14	18	20	16	23	17	26	28	5	7	9	11	6	8	10	19	21	24	27	22	3	1	4	25	2	
14	16	15	19	21	17	24	18	27	1	6	8	10	12	7	9	11	20	22	25	28	23	4	2	5	26	3	
15	17	16	20	22	18	25	19	28	2	7	9	11	13	8	10	12	21	23	26	1	24	5	3	6	27	4	
16	18	17	21	23	19	26	20	1	3	8	10	12	14	9	11	13	22	24	27	2	25	6	4	7	28	5	
17	19	18	22	24	20	27	21	2	4	9	11	13	15	10	12	14	23	25	28	3	26	7	5	8	1	6	
18	20	19	23	25	21	28	22	3	5	10	12	14	16	11	13	15	24	26	1	4	27	8	6	9	2	7	
19	21	20	24	26	22	1	23	4	6	11	13	15	17	12	14	16	25	27	2	5	28	9	7	10	3	8	
20	22	21	25	27	23	2	24	5	7	12	14	16	18	13	15	17	26	28	3	6	1	10	8	11	4	9	
21	23	22	26	28	24	3	25	6	8	13	15	17	19	14	16	18	27	1	4	7	2	11	9	12	5	10	
22	24	23	27	1	25	4	26	7	9	14	16	18	20	15	17	19	28	2	5	8	3	12	10	13	6	11	
23	25	24	28	2	26	5	27	8	10	15	17	19	21	16	18	20	1	3	6	9	4	13	11	14	7	12	
24	26	25	1	3	27	6	28	9	11	16	18	20	22	17	19	21	2	4	7	10	5	14	12	15	8	13	
25	27	26	2	4	28	7	1	10	12	17	19	21	23	18	20	22	3	5	8	11	6	15	13	16	9	14	
26	28	27	3	5	1	8	2	11	13	18	20	22	24	19	21	23	4	6	9	12	7	16	14	17	10	15	
27	1	28	4	6	2	9	3	12	14	19	21	23	25	20	22	24	5	7	10	13	8	17	15	18	11	16	
28	2	1	5	7	3	10	4	13	15	20	22	24	26	21	23	25	6	8	11	14	9	18	16	19	12	17	
