1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	
3	4	5	6	7	8	9	10	11	12	13	14	15	16	1	
4	5	6	7	8	9	10	11	12	13	14	15	16	1	2	
5	6	7	8	9	10	11	12	13	14	15	16	1	2	3	
6	7	8	9	10	11	12	13	14	15	16	1	2	3	4	
7	8	9	10	11	12	13	14	15	16	1	2	3	4	5	
8	9	10	11	12	13	14	15	16	1	2	3	4	5	6	
9	10	11	12	13	14	15	16	1	2	3	4	5	6	7	
10	11	12	13	14	15	16	1	2	3	4	5	6	7	8	
11	12	13	14	15	16	1	2	3	4	5	6	7	8	9	
12	13	14	15	16	1	2	3	4	5	6	7	8	9	10	
13	14	15	16	1	2	3	4	5	6	7	8	9	10	11	
14	15	16	1	2	3	4	5	6	7	8	9	10	11	12	
15	16	1	2	3	4	5	6	7	8	9	10	11	12	13	
16	1	2	3	4	5	6	7	8	9	10	11	12	13	14	
1	3	2	6	8	10	13	15	14	4	7	5	11	9	12	
2	4	3	7	9	11	14	16	15	5	8	6	12	10	13	
3	5	4	8	10	12	15	1	16	6	9	7	13	11	14	
4	6	5	9	11	13	16	2	1	7	10	8	14	12	15	
5	7	6	10	12	14	1	3	2	8	11	9	15	13	16	
6	8	7	11	13	15	2	4	3	9	12	10	16	14	1	
7	9	8	12	14	16	3	5	4	10	13	11	1	15	2	
8	10	9	13	15	1	4	6	5	11	14	12	2	16	3	
9	11	10	14	16	2	5	7	6	12	15	13	3	1	4	
10	12	11	15	1	3	6	8	7	13	16	14	4	2	5	
11	13	12	16	2	4	7	9	8	14	1	15	5	3	6	
12	14	13	1	3	5	8	10	9	15	2	16	6	4	7	
13	15	14	2	4	6	9	11	10	16	3	1	7	5	8	
14	16	15	3	5	7	10	12	11	1	4	2	8	6	9	
15	1	16	4	6	8	11	13	12	2	5	3	9	7	10	
16	2	1	5	7	9	12	14	13	3	6	4	10	8	11	
