1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	
8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	
22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	
2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	
3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	
4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	
5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	
6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	
7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	
8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	
9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	
10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	
11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	
12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	
13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	
14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	
15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	
16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	
17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	
19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	
20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	
21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	
22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	
23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	
24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	
1	3	2	6	8	4	11	5	17	19	21	23	18	20	22	7	9	12	14	16	10	15	13	
2	4	3	7	9	5	12	6	18	20	22	24	19	21	23	8	10	13	15	17	11	16	14	
3	5	4	8	10	6	13	7	19	21	23	1	20	22	24	9	11	14	16	18	12	17	15	
4	6	5	9	11	7	14	8	20	22	24	2	21	23	1	10	12	15	17	19	13	18	16	
5	7	6	10	12	8	15	9	21	23	1	3	22	24	2	11	13	16	18	20	14	19	17	
6	8	7	11	13	9	16	10	22	24	2	4	23	1	3	12	14	17	19	21	15	20	18	
7	9	8	12	14	10	17	11	23	1	3	5	24	2	4	13	15	18	20	22	16	21	19	
8	10	9	13	15	11	18	12	24	2	4	6	1	3	5	14	16	19	21	23	17	22	20	
9	11	10	14	16	12	19	13	1	3	5	7	2	4	6	15	17	20	22	24	18	23	21	
10	12	11	15	17	13	20	14	2	4	6	8	3	5	7	16	18	21	23	1	19	24	22	
11	13	12	16	18	14	21	15	3	5	7	9	4	6	8	17	19	22	24	2	20	1	23	
12	14	13	17	19	15	22	16	4	6	8	10	5	7	9	18	20	23	1	3	21	2	24	
13	15	14	18	20	16	23	17	5	7	9	11	6	8	10	19	21	24	2	4	22	3	1	
14	16	15	19	21	17	24	18	6	8	10	12	7	9	11	20	22	1	3	5	23	4	2	
15	17	16	20	22	18	1	19	7	9	11	13	8	10	12	21	23	2	4	6	24	5	3	
16	18	17	21	23	19	2	20	8	10	12	14	9	11	13	22	24	3	5	7	1	6	4	
17	19	18	22	24	20	3	21	9	11	13	15	10	12	14	23	1	4	6	8	2	7	5	
18	20	19	23	1	21	4	22	10	12	14	16	11	13	15	24	2	5	7	9	3	8	6	
19	21	20	24	2	22	5	23	11	13	15	17	12	14	16	1	3	6	8	10	4	9	7	
20	22	21	1	3	23	6	24	12	14	16	18	13	15	17	2	4	7	9	11	5	10	8	
21	23	22	2	4	24	7	1	13	15	17	19	14	16	18	3	5	8	10	12	6	11	9	
22	24	23	3	5	1	8	2	14	16	18	20	15	17	19	4	6	9	11	13	7	12	10	
23	1	24	4	6	2	9	3	15	17	19	21	16	18	20	5	7	10	12	14	8	13	11	
24	2	1	5	7	3	10	4	16	18	20	22	17	19	21	6	8	11	13	15	9	14	12	
