21	19	18	25	8	23	22	20	24	7	6	5	4	3	2	2	3	4	5	6	7	24	20	22	23	8	25	18	19	21	9	7	9	
9	21	19	18	25	8	23	22	20	24	7	6	5	4	3	2	2	3	4	5	6	7	24	20	22	23	8	25	18	19	21	9	8	
1	17	16	7	15	1	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	
17	2	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	1	16	
16	17	3	17	16	7	15	6	14	13	5	1	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	1	15	7	
7	16	17	4	17	16	1	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	
15	7	16	17	5	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	1	13	14	6	
6	15	7	16	17	6	17	16	7	15	6	14	1	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	1	12	5	13	14	
14	6	15	7	16	17	7	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	1	11	4	12	5	13	
13	14	6	15	7	16	17	8	17	16	7	15	6	1	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	
5	13	14	6	15	7	16	17	9	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	1	9	10	3	11	4	12	
12	5	13	14	6	15	1	16	17	10	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	
4	12	5	13	14	1	15	7	16	17	11	17	16	7	1	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	
11	4	12	5	13	14	6	15	7	16	17	12	17	16	7	15	6	14	13	5	12	4	11	3	10	9	1	8	8	2	9	10	3	
3	11	4	12	1	13	14	6	15	7	16	17	13	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	
10	3	11	1	12	5	13	14	6	15	7	16	17	14	17	1	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	
9	10	1	11	4	12	5	13	14	6	15	7	16	17	15	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	
2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	16	1	16	7	15	6	14	13	5	12	4	11	1	10	9	2	8	1	
8	1	9	10	3	11	4	12	5	13	14	6	15	7	16	17	17	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	1	
8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	1	1	18	17	16	7	15	6	14	13	5	12	4	11	3	10	9	2	
2	8	8	2	9	10	3	11	4	12	5	13	14	6	1	7	16	17	19	17	16	7	15	6	14	13	5	12	1	11	3	10	9	
9	1	8	8	2	9	10	3	11	4	12	5	1	1	6	15	7	16	17	20	17	16	7	15	6	14	13	5	12	4	11	3	10	
10	9	2	8	8	2	9	10	3	11	4	1	5	13	14	6	15	7	16	17	21	17	16	7	15	6	14	13	5	12	4	11	3	
3	10	9	2	8	8	2	9	10	3	1	4	12	5	13	14	6	15	7	16	17	22	17	16	7	15	6	14	13	1	12	4	11	
11	3	10	9	2	8	8	2	1	1	3	11	4	12	5	13	14	6	15	7	16	17	23	17	16	7	15	6	14	13	5	12	4	
4	11	1	10	9	2	8	1	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	24	17	16	7	15	6	14	13	5	12	
12	4	11	3	10	9	2	1	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	25	17	16	7	15	6	14	13	5	
5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	1	17	16	7	15	1	14	13	
13	5	12	1	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	2	17	16	7	15	6	14	
14	13	5	12	4	11	3	10	1	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	3	17	16	7	15	6	
6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	4	17	16	1	15	
15	6	14	13	1	12	4	11	3	1	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	5	17	16	7	
7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	6	17	16	
16	7	15	6	14	13	5	12	4	11	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	7	17	
17	16	7	15	6	14	13	5	12	4	1	3	10	9	2	8	8	2	9	10	3	11	4	12	5	13	14	6	15	7	16	17	8	
1	25	24	12	23	14	22	21	20	17	19	15	1	11	18	1	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	
25	2	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	
24	25	3	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	
12	24	25	4	25	24	12	23	14	22	21	20	17	19	1	13	11	1	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	
23	12	24	25	5	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	
14	23	12	24	25	6	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	
22	14	23	12	24	25	7	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	
21	22	14	23	12	24	25	8	25	24	12	23	14	22	21	20	1	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	
20	21	22	14	23	12	24	25	9	25	24	1	23	1	22	21	20	17	1	15	13	11	18	16	10	10	16	18	11	13	15	19	17	
17	20	21	22	14	23	12	24	25	10	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	
19	17	20	21	22	14	23	12	24	25	11	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	
15	19	17	20	21	22	14	23	12	24	25	12	25	24	12	23	14	22	21	1	17	19	15	13	11	18	16	10	10	16	18	11	13	
13	15	19	17	20	21	22	14	23	12	24	25	13	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	
11	13	15	19	17	20	21	22	14	23	12	24	25	14	25	24	12	23	14	22	1	20	17	19	15	13	11	18	16	10	10	16	18	
18	11	13	15	19	17	20	21	22	14	23	1	24	25	15	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	
16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	16	25	24	12	23	14	1	21	20	17	19	15	13	11	18	16	10	10	
10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	17	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	
10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	18	25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	
16	10	10	16	18	11	13	15	19	17	20	21	22	1	23	12	24	25	19	25	24	12	1	14	22	21	20	17	19	15	13	11	18	
18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	20	25	24	12	23	14	22	21	20	17	19	15	13	11	
11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	21	25	24	12	23	14	22	21	20	17	19	15	13	
13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	22	25	1	12	23	14	22	21	20	17	19	15	
15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	23	25	24	12	23	14	22	21	20	17	19	
19	15	13	11	18	16	10	10	16	18	1	13	15	19	17	20	21	22	14	23	12	24	25	24	1	24	12	23	14	22	21	20	17	
17	19	15	13	11	18	16	10	10	16	18	11	1	15	19	17	20	21	22	14	23	12	24	25	25	25	24	12	23	14	22	21	20	
20	17	19	15	13	11	18	16	10	1	16	18	11	13	1	19	1	20	21	22	14	23	12	1	1	1	25	24	12	23	14	22	21	
21	20	17	19	15	13	11	18	16	1	10	16	18	11	13	15	19	17	20	21	22	14	1	12	24	25	2	25	24	12	23	14	22	
22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	1	1	1	14	23	12	24	25	3	25	24	12	23	14	
14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	1	17	20	21	22	14	23	12	24	25	4	25	24	12	23	
23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	5	25	24	12	
12	23	14	22	21	20	17	19	15	13	1	18	16	10	10	1	18	11	13	15	19	17	20	21	22	14	23	12	24	25	6	25	24	
24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	1	11	13	15	19	17	20	21	22	14	23	12	24	25	7	25	
25	24	12	23	14	22	21	20	17	19	15	13	11	18	16	10	10	16	18	11	13	15	19	17	20	21	22	14	23	12	24	25	8	
